# id	файл	заголовок	АДРЕС	ЦЕНА
I0001	KORPUS-2026-07-10_orkestracia.md	Параллельный заход держал `.git/index.lock` в момент старта этого захода	_studio/zhurnal/2026-07-10_orkestracia/kod_bootstrap.md#ПЛАН, строка 85	~10 минут ожидания git-лока заходом-соседом, остальное — быстро
I0343	KORPUS-2026-07-28_teksty-l1.md	Голый commit без пути подмёл чужой индекс — коммит на 89 файлов вместо трёх	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#ЗАДАНИЕ, строка 13	голый commit подмёл чужой индекс — коммит на 89 файлов вместо трёх; «починка», убравшая add, завалила все 10 коммитов повторно
I0344	KORPUS-2026-07-28_teksty-l1.md	rc=128 четырежды прочитан как результат вместо сбоя прав окружения	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#ЗАДАНИЕ, строка 22	rc=128 четырежды прочитан как результат — едва не откатили верное правило по ложным данным
I0345	KORPUS-2026-07-28_teksty-l1.md	Законный обход pre-commit не существовал в инструменте — первый коммит владельца встал на чужом долге	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#ЗАДАНИЕ, строка 57	первый же коммит владельца встал на чужом долге
I0346	KORPUS-2026-07-28_teksty-l1.md	Карта кусков называет домом математики восемь карточек, которых в картотеке физически нет	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#УРОКИ ФАБРИКЕ, строки 67–68	три из двадцати одного куска ушли в конспект формулировкой с флагом вместо математики; пять восстановлены исполнителем — повторена работа, которую карта уже числила сделанной, в третий раз
I0347	KORPUS-2026-07-28_teksty-l1.md	Юникодные подстрочные индексы (U+208B) в SVG-метке молча не рисуются в шрифте вида	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#УРОКИ ФАБРИКЕ, строки 70–71	метка Pₙ₋ₖ(A) отрисовалась как Pn_k(A) — рисунок показывал не ту формулу; гейт check_view этого не видит
I0348	KORPUS-2026-07-28_teksty-l1.md	Заход требует «~10 вкладок», а движок делает вкладку отдельным файлом — конфликт с зоной в один файл	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#УРОКИ ФАБРИКЕ, строки 73–74	два обязательных указания захода несовместимы буквально; разрешать это пришлось исполнителю, потратив круг на чтение build_doc.py вместо содержания
I0349	KORPUS-2026-07-28_teksty-l1.md	Три определения (ретракт/сечение, группоид, скелет) отсутствуют и в маткостяке, и в картотеке	_studio/zhurnal/2026-07-28_teksty-l1/kod_skelet-konspekt-l1.md#ВОПРОСЫ, строки 102–103	НЕ НАЗВАНА
I0350	KORPUS-2026-07-28_teksty-l1.md	1. Скаффолд `bootstrap_arka.py` создаёт NAVIGATOR/PLAN/TZ заглушками, и наличие файлов выглядит как закрытый Ф0	_studio/zhurnal/2026-07-28_teksty-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 39–42	сессия вошла в арку, у которой не было ни границ, ни указателей в долгую — при том что `ARKA §2 шаг 4` требует их для закрытия Ф0. Следствие сразу: аналитик первым же ходом предложил собрать карту всех микроарок целиком, чего границы бы не разрешили; владелец вернул («не пытайся собрать их сразу 10»
I0351	KORPUS-2026-07-28_teksty-l1.md	2. Для математического содержания у фабрики нет ни одного гейта, и правдоподобная проза проходит как работа	_studio/zhurnal/2026-07-28_teksty-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 43–46	два предъявленных куска сняты владельцем подряд. Первый («Паспорт мира») склеивал Кантора–Бернштейна с расщепимостью аналогией — мостом должно было быть утверждение, которого у нас нет. Второй (раздел про естественность) содержал «сумму элементов матрицы» без указания функторов и «сопоставление прос
I0352	KORPUS-2026-07-28_teksty-l1.md	3. Аналитик трижды за сессию отложил сильный материал ради слабого, и каждый раз по методической причине	_studio/zhurnal/2026-07-28_teksty-l1/UROKI-FABRIKE.md#УРОКИ ФАБРИКЕ, строки 47–82	сильнейший сюжет ядра (ретрактная связка, вердикт владельца «100 %, всё правильно») не был предъявлен первым — аналитик отложил его с обоснованием «он уже откалиброван, на нём не проверишь формат». Владелец просил не проверять формат, а начать с того, что однозначно круто. Это ТОТ ЖЕ сбой, что в пре
I0353	KORPUS-_INFRA-git.md	`bootstrap_arka.py` принял флаг `--help` за имя арки и сфабриковал папку-сироту, которая ушла в git-план	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ЗАДАНИЕ, строки 6, 42	23.07 папка-сирота `--help` чуть не уехала в гейт-коммит `_studio`, поймал только ручной просмотр; каждую коммит-сессию кто-то вручную выцепляет мусор из плана
I0354	KORPUS-_INFRA-git.md	Пометка «удалить» в HANDOFF не удалила дубль `ZAPROS-fable-2-vneshnie.md` — заметка не механизм	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ЗАДАНИЕ, строки 6, 42	НЕ НАЗВАНА
I0355	KORPUS-_INFRA-git.md	Задание содержало ложную цену: утверждало, что дубль «пролежал неделю» после пометки к удалению — проверка по mtime и HANDOFF показала тот же день	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ЗАДАНИЕ, строка 42; #ОТЧЁТ, строка 125	НЕ НАЗВАНА
I0356	KORPUS-_INFRA-git.md	Код возврата `rc=128` (сбой прав окружения) четырежды прочитан как результат работы	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ЗАДАНИЕ, строка 27	21.07, едва не откатили верное правило по ложным данным
I0357	KORPUS-_INFRA-git.md	Голый `commit` без pathspec подмёл чужой индекс, «починка» без `add` завалила коммиты повторно	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ЗАДАНИЕ, строка 66	21.07 в один вечер — коммит на 89 файлов вместо трёх; «починка», убравшая `add`, завалила все 10 коммитов повторно
I0358	KORPUS-_INFRA-git.md	Триггер фикстуры (поднимается хуком) уже, чем защита, которую она проверяет	_studio/zhurnal/_INFRA-git/kod_bootstrap-guard.md#ОТЧЁТ, строки 122–123	НЕ НАЗВАНА
I0359	KORPUS-_INFRA-git.md	Запуск `git_zona.py` не из корня репозитория падал без диагностики	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 37	дважды подряд; инструмент даже не загрузился, подсказать не мог
I0360	KORPUS-_INFRA-git.md	Инлайн `#`-комментарий в команде ломался в zsh владельца, уходя в argv	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 38	`unrecognized arguments: # предпросмотр` — обе `adopt`-команды упали так
I0361	KORPUS-_INFRA-git.md	`commit` без предварительного `plan` не был очевиден как двухшаговый процесс	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 39	НЕ НАЗВАНА (владелец получал «Плана нет»)
I0362	KORPUS-_INFRA-git.md	Заглушка `== <переписать>` в `.commit-plan` требовала ручной правки, о которой владелец не знал, а вписывать её должен был другой писатель	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 40	НЕ НАЗВАНА
I0363	KORPUS-_INFRA-git.md	worktree/adopt для параллельных заходов оставался многоходовым даже после частичной починки	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 41	НЕ НАЗВАНА
I0364	KORPUS-_INFRA-git.md	Урок о поломке коммитов выжил только потому, что был вшит в конкретный файл-заход	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строки 57–59	НЕ НАЗВАНА («в чужом чате он бы исчез»)
I0365	KORPUS-_INFRA-git.md	Погоня за 100% безотказностью породила отдельную арену «гейт врёт»: фикстура записала коммит в боевой репо, GNU-изм остановил здоровый коммит, гейт показал ❌ на успешном исходе	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строки 71–73	НЕ НАЗВАНА (упомянуты номера инцидентов 1.7, 2.5, 2.7 без цены в этом файле)
I0366	KORPUS-_INFRA-git.md	Канон отстал от инструмента: подкоманда `adopt` существовала в `git_zona.py`, но не была описана в каноне, и висела незакоммиченной	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 80	НЕ НАЗВАНА
I0367	KORPUS-_INFRA-git.md	Код возврата `rc=128` четырежды прочитан как результат	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 28	21.07, едва не откатили верное правило по ложным данным
I0368	KORPUS-_INFRA-git.md	Голый `commit` подмёл чужой индекс, «починка» без `add` завалила коммиты повторно	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ЗАДАНИЕ, строка 98	коммит на 89 файлов вместо трёх; «починка», убравшая `add`, завалила все 10 коммитов повторно
I0369	KORPUS-_INFRA-git.md	Новый файл `INCIDENTY.md` требует регистрации в KARTA §6, но регистрация вне зоны исполнителя — оставлена как открытый вопрос	_studio/zhurnal/_INFRA-git/kod_commit-ux.md#ВОПРОСЫ, строка 130	НЕ НАЗВАНА
I0370	KORPUS-_INFRA-git.md	Предпосылку про `_generator/` писал аналитик, у которого в песочнице примонтирован только `_studio/` — предпосылка была непроверена по живому файлу	_studio/zhurnal/_INFRA-git/kod_terminal-kanal.md#ЗАДАНИЕ, строки 32–33	НЕ НАЗВАНА (в этом случае предпосылка позже подтвердилась)
I0371	KORPUS-_INFRA-git.md	Новый файл-заход вызвал красный гейт «документ-сирота» (нет строки в KARTA §6), коммит потребовал обхода `--no-verify`	_studio/zhurnal/_INFRA-git/kod_terminal-kanal.md#ВОПРОСЫ, строки 92–94; #ОТЧЁТ, строки 117–121	НЕ НАЗВАНА (обход применён ко всем трём коммитам захода по одной и той же причине)
I0372	KORPUS-_INFRA-git.md	Рабочая ветка `arka/mat-kostyak` несла несвязанные незакоммиченные правки нескольких проектов одновременно	_studio/zhurnal/_INFRA-git/kod_terminal-kanal.md#ВОПРОСЫ, строка 96	НЕ НАЗВАНА
I0373	KORPUS-_INFRA-git.md	За четыре сессии ~15 поломок сведены к одному повторяющемуся классу: лекарством была проза (заметка/канон/урок), которая не переносится на следующий инструмент	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 6	за четыре сессии ~15 поломок
I0374	KORPUS-_INFRA-git.md	Фикстура `git_zona` поднимается хуком только при правке `git_zona.py`, на правку `bootstrap_*` не срабатывает — триггер уже охвата защиты	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 6	НЕ НАЗВАНА
I0375	KORPUS-_INFRA-git.md	Гейт с ложными срабатываниями блокирует здоровые коммиты всем троим писателям — паттерн «сейф-код стал опасностью»	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 7	НЕ НАЗВАНА (упомянуты номера инцидентов 1.1/2.5, «арена E расследования», без цифры в этом файле)
I0376	KORPUS-_INFRA-git.md	Правило о регистрации новых `.md` в KARTA §6 записано 26.07 с ценой пять документов-сирот и через два дня повторилось дословно, потому что жило в `UROKI-FABRIKE`, куда исполнитель с пустым контекстом не заглядывает	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 12	цена в пять документов-сирот (26.07); повтор нарушения дословно через два дня
I0377	KORPUS-_INFRA-git.md	Обход `--no-verify` с причиной был законен по канону, но не существовал как механизм в инструменте — первый же коммит владельца встал на чужом долге	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 81	первый же коммит владельца встал на чужом долге
I0378	KORPUS-_INFRA-git.md	Код возврата `rc=128` четырежды прочитан как результат	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 29	21.07, едва не откатили верное правило по ложным данным
I0379	KORPUS-_INFRA-git.md	Голый `commit` подмёл чужой индекс, «починка» без `add` завалила коммиты повторно	_studio/zhurnal/_INFRA-git/kod_tool-contract.md#ЗАДАНИЕ, строка 73	коммит на 89 файлов вместо трёх; «починка», убравшая `add`, завалила все 10 коммитов повторно
I0380	KORPUS-buffon.md	Харнес рендера жил в эфемерном `scratchpad/` исполнителя — после сессии харнеса нет, а у ревьюера в песочнице браузер не ставится в лимит времени, визуальную приёмку сделать нечем	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 115	НЕ НАЗВАНА (описано как системный риск: «визуальную приёмку нечем сделать»); предложенное решение — класть харнес (`shot.py`) + PNG ключевых слайдов в папку проекта, не в /tmp
I0381	KORPUS-buffon.md	Канон-пример (`buffon-canon-EXAMPLE`) проваливает свой же `audit.py` (5 FAIL: title/coin/condition/thanks — переполнение и box-shadow/radius), из-за чего гейт «audit exit 0» недостижим без нарушения границы «не переписывать»	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 114	НЕ НАЗВАНА (следствие названо: либо привести пример в соответствие своему аудиту, либо в скилле явно пометить эти проверки как advisory/WARN для перегруженных текстом слайдов)
I0382	KORPUS-buffon.md	Канон канваса (G3 — autostart-from-zero + reset-on-reentry + no-self-stop) не гарантирован ядром, каждый sim реализует по-своему → регрессы и init-баги	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 108	НЕ НАЗВАНА (предложение — вынести в жизненный цикл ядра, не в патч)
I0383	KORPUS-buffon.md	Единый механизм подсветки (G5 — класс-акцент цветом вместо `<b>`) не canonized, каждый дек/слайд решает заново	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 109	НЕ НАЗВАНА
I0384	KORPUS-buffon.md	Инвариант масштаба (G1 — общий токен «шаг разлиновки» + хелпер геометрии периметр=1⇒сторона=1/n) не вынесен как общее правило	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 110	НЕ НАЗВАНА
I0385	KORPUS-buffon.md	Инвариант цвета пересечения (G2 — единая функция `cross ? red : blue`, запрет прочих цветов) не вынесен как общее правило	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 111	НЕ НАЗВАНА
I0386	KORPUS-buffon.md	Золото ответов по умолчанию (G4 — `blur-reveal` раскрывается акцентным золотом) не вынесено как дефолт канона	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 112	НЕ НАЗВАНА
I0387	KORPUS-buffon.md	`audit.py` предложены три доп. проверки («канвас стартует с нуля», «нет bold-акцента в теле», «ответ раскрывается золотым»), в этом файле не видно, внесены ли они	buffon/WORKLIST.md#§3 «Идеи на будущее», строка 113	НЕ НАЗВАНА
I0388	KORPUS-buffon.md	Заявленный ЗАХОД-01 «одинаковый шаг разлиновки боковых канвасов» опровергнут ГЛАЗАМИ автора уже после приёмки — окружность заметно мельче	buffon/WORKLIST.md#§7 A3, строка 214	НЕ НАЗВАНА (названо расхождение с заявленным замером «~4.1 периода», квалифицировано как ВЫСОКИЙ приоритет; фактическая цена/подтверждение — в ZAHOD-04)
I0389	KORPUS-buffon.md	Playwright-браузер не скачивается в песочнице (кэш `ms-playwright` рассинхронен по версии) — обойдено запуском системного Chrome (`channel="chrome"`)	buffon/ZAHOD-01.md#ПЛАН, строка 189	НЕ НАЗВАНА
I0390	KORPUS-buffon.md	Сервер-хелпер превью не имеет TCC-доступа к `~/Documents/GitHub/...` — файл пришлось копировать в домашнюю папку для рендера	buffon/ZAHOD-02.md#ОТЧЁТ, строка 92	НЕ НАЗВАНА (техническая находка сессии, обойдено копированием в `~/buffon-zahod-preview`)
I0391	KORPUS-buffon.md	Браузер-хелпер держит вкладку в фоне (`document.hidden=true`), из-за чего `requestAnimationFrame` жёстко троттлится — анимация выглядит «замёрзшей», хотя не заморожена	buffon/ZAHOD-02.md#ОТЧЁТ, строка 93	НЕ НАЗВАНА (обойдено подменой `window.requestAnimationFrame` на `setTimeout(…,4)` и перезапуском симуляции)
I0392	KORPUS-buffon.md	Обход rAF-троттлинга чувствителен к порядку действий — если между щелчками не переустановить патч, нативный rAF снова берёт управление и создаёт ложное впечатление «заморозки»	buffon/ZAHOD-02.md#ОТЧЁТ, строка 108	НЕ НАЗВАНА (находка независимого верификатора; учтена «для следующего захода», в этих файлах не видно, записана ли она где-то ещё)
I0393	KORPUS-buffon.md	Заявленный в ЗАХОД-01 (и повторённый в WORKLIST §7 как «✔ опровергнут замером») факт «окружность и многоугольники — одинаковый шаг ~4.1 периода» оказался ложным: `Circle` тайно переопределял шаг (`this.T = this.H/12`), делая его строже в ~3 раза мельче	buffon/ZAHOD-04.md#ВОПРОСЫ, пункт 1 (строки 153, 171)	НЕ НАЗВАНА (последствие — автор увидел расхождение глазами уже после приёмки ЗАХОД-01, что и породило отдельный заход ZAHOD-04 для проверки и починки; расхождение подтверждено рендер-замером: 157.5 CSS-px у остальных против 53.8 CSS-px у circle)
I0394	KORPUS-catalan_2026-07-03_programma-kursa.md	SPISOK-skachat.md назвал файл, которого на сайте-источнике не существует (seminar8_catalan.pdf)	catalan/zhurnal/2026-07-03_programma-kursa/kod_biblioteka-dobor.md#ОТЧЁТ, строки 99–106	НЕ НАЗВАНА (позиция не закрыта, оставлена для отдельного решения владельца)
I0395	KORPUS-catalan_2026-07-03_programma-kursa.md	Внешний источник (mathus.ru) не ответил дважды подряд, файл не скачан	catalan/zhurnal/2026-07-03_programma-kursa/kod_biblioteka-dobor.md#ОТЧЁТ, строки 108–109	НЕ НАЗВАНА (строка в индекс не добавлена, владельцу предложено скачать вручную)
I0396	KORPUS-catalan_2026-07-03_programma-kursa.md	При сверке ls↔MANIFEST найдено унаследованное расхождение индекса (не из этого захода)	catalan/zhurnal/2026-07-03_programma-kursa/kod_biblioteka-dobor.md#ОТЧЁТ, строки 114–115	НЕ НАЗВАНА
I0397	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен изнутри Claude Code — время/токены даны только оценкой	catalan/zhurnal/2026-07-03_programma-kursa/kod_biblioteka-dobor.md#ОТЧЁТ, строки 123–124	НЕ НАЗВАНА
I0398	KORPUS-catalan_2026-07-03_programma-kursa.md	В базе (карте) была неточная библиографическая ссылка — arXiv-номер Diaconis–Hicks не соответствовал факту	catalan/zhurnal/2026-07-03_programma-kursa/kod_dobor-skelet.md#ОТЧЁТ, строка 72	НЕ НАЗВАНА
I0399	KORPUS-catalan_2026-07-03_programma-kursa.md	PDF Пака оказался старым OCR-сканом 1994 года — текстовый слой местами искажён	catalan/zhurnal/2026-07-03_programma-kursa/kod_dobor-skelet.md#ОТЧЁТ, строка 66	НЕ НАЗВАНА
I0400	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен как вызываемая функция — время/токены даны оценкой по объёму	catalan/zhurnal/2026-07-03_programma-kursa/kod_dobor-skelet.md#ОТЧЁТ, строка 82	НЕ НАЗВАНА
I0401	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен в неинтерактивном заходе — точные токены/стоимость «не measured»	catalan/zhurnal/2026-07-03_programma-kursa/kod_krever-extract.md#ОТЧЁТ, строки 168–169	НЕ НАЗВАНА
I0402	KORPUS-catalan_2026-07-03_programma-kursa.md	Заход прямо ссылается на прошлый инцидент с «роем» субагентов как причину запрета субагентов	catalan/zhurnal/2026-07-03_programma-kursa/kod_skelet-mir2.md#ЗАДАНИЕ, строка 5	НЕ НАЗВАНА («был инцидент с роем — не повторять», детали не приведены)
I0403	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен как инструмент в сессии — точные токены не измерены	catalan/zhurnal/2026-07-03_programma-kursa/kod_skelet-mir2.md#ОТЧЁТ, строка 105	НЕ НАЗВАНА
I0404	KORPUS-catalan_2026-07-03_programma-kursa.md	Живой рендер в браузере не прогнан — песочница не имеет доступа к внешним CDN (KaTeX, Google Fonts)	catalan/zhurnal/2026-07-03_programma-kursa/kod_statya-mir2.md#ОТЧЁТ, строка 138	НЕ НАЗВАНА (риск ложной тревоги описан, сама проверка не проведена)
I0405	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен — время/токены даны приблизительной оценкой	catalan/zhurnal/2026-07-03_programma-kursa/kod_statya-mir2.md#ОТЧЁТ, строка 149	НЕ НАЗВАНА
I0406	KORPUS-catalan_2026-07-03_programma-kursa.md	Дисциплина VYCHITANO.md заведена именно для того, чтобы прекратить повторяющееся перечитывание одних и тех же PDF по кругу	catalan/zhurnal/2026-07-03_programma-kursa/kod_vychitano-backfill.md#ЗАДАНИЕ, строка 6	НЕ НАЗВАНА (цель на будущее, без цифры прошлых потерь)
I0407	KORPUS-catalan_2026-07-03_programma-kursa.md	Инструмент /cost недоступен как инструмент в среде — время/токены даны оценкой по объёму	catalan/zhurnal/2026-07-03_programma-kursa/kod_vychitano-backfill.md#ОТЧЁТ, строки 67–68	НЕ НАЗВАНА
I0408	KORPUS-catalan_2026-07-05_mir1.md	Дайджесты двух источников (Selig-Zhu, Bender-Williamson), собранные субагентами, не попали в VYCHITANO.md при первом проходе	catalan/zhurnal/2026-07-05_mir1/kod_biblioteka-mir1.md#ОТЧЁТ, строки 90–93	НЕ НАЗВАНА (обнаружено и исправлено в середине хода, до финальной сверки)
I0409	KORPUS-catalan_2026-07-05_mir1.md	Точный расход токенов через /cost снять не удалось — команда недоступна из-под агента	catalan/zhurnal/2026-07-05_mir1/kod_biblioteka-mir1.md#ОТЧЁТ, строки 100–101	НЕ НАЗВАНА
I0410	KORPUS-catalan_2026-07-05_mir1.md	Headless-браузер отсутствовал в изолированной среде, установка невозможна без сети — визуальный клик-тест вкладок и реальный рендер KaTeX не проведены	catalan/zhurnal/2026-07-05_mir1/kod_html-obshchiy.md#ОТЧЁТ, строки 152–155	НЕ НАЗВАНА (логика прослежена вручную по коду, но это не то же самое, что видеть рендер глазами)
I0411	KORPUS-catalan_2026-07-05_mir1.md	/cost недоступен в неинтерактивном харнессе Cowork-агента — точное время/токены не сняты	catalan/zhurnal/2026-07-05_mir1/kod_html-obshchiy.md#ОТЧЁТ, строка 164	НЕ НАЗВАНА
I0412	KORPUS-catalan_2026-07-05_mir1.md	/cost недоступен в неинтерактивном харнессе — точный расход токенов не снят	catalan/zhurnal/2026-07-05_mir1/kod_skelet-mir1.md#ОТЧЁТ, строка 95	НЕ НАЗВАНА
I0413	KORPUS-catalan_2026-07-13_dika-v-vysshey-matematike.md	Токены и время не залогированы — дана только оценка «на глаз» вместо измерения	catalan/zhurnal/2026-07-13_dika-v-vysshey-matematike/kod_illustracii-build-doc.md#ОТЧЁТ, строки 139–141	НЕ НАЗВАНА
I0414	KORPUS-catalan_2026-07-13_dika-v-vysshey-matematike.md	Критерий готовности в файле-заходе содержал устаревшее число (defn=5), фактически в источнике 8 — расхождение вскрыто только грепом по источнику	catalan/zhurnal/2026-07-13_dika-v-vysshey-matematike/kod_port-oformlenia-v-build-doc.md#ПЛАН, строка 109	НЕ НАЗВАНА (литерал «5» в критерии устарел, источник даёт 1,3,4,7,11,12,18,25)
I0415	KORPUS-catalan_2026-07-13_dika-v-vysshey-matematike.md	Скролл-транспорт preview-пейна браузера оказался нестабилен — скриншот не ловил проскролленное состояние	catalan/zhurnal/2026-07-13_dika-v-vysshey-matematike/kod_port-oformlenia-v-build-doc.md#ОТЧЁТ, строки 180–181	НЕ НАЗВАНА (вместо требуемого критерием скриншота «в середине» использованы вычисленные стили DOM)
I0416	KORPUS-catalan_2026-07-13_dika-v-vysshey-matematike.md	Объём правки (+215/−27 строк) превысил заявленный в заходе стоп-порог ~150 строк — исполнитель не остановился и не задал вопрос, продолжил, переинтерпретировав условие остановки	catalan/zhurnal/2026-07-13_dika-v-vysshey-matematike/kod_port-oformlenia-v-build-doc.md#ОТЧЁТ, строки 186–188	НЕ НАЗВАНА («больше тришвольда §4 (~150). Признаю честно... останавливаться смысла не было»)
I0417	KORPUS-catalan_2026-07-13_dika-v-vysshey-matematike.md	/cost как инструмент недоступен в этом сеансе — точные цифры токенов не получены	catalan/zhurnal/2026-07-13_dika-v-vysshey-matematike/kod_port-oformlenia-v-build-doc.md#ОТЧЁТ, строки 193–194	НЕ НАЗВАНА
I0418	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Research-субагенты сами породили под-агентов трёх уровней вложенности	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_dobor-do-10.md#ОТЧЁТ, строка 192	раздуло токены и засыпало уведомлениями
I0419	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Прошлый («v1») судья вынес вердикт «фейков нет», но веб-ресёрч следующего прохода нашёл минимум 6 фактических ошибок в том же материале	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_dobor-do-10.md#ОТЧЁТ, строки 156–160	НЕ НАЗВАНА (BB(6)-«Антигидра» вместо гипотезы Коллатца; анахронизм «инженер Наполеона» к Монжу-1781; SABRE/UPS-ORION ошибочно названы линейным программированием; тест Тьюринга устарело описан как непройденный; несуществующий курс Райгородского по P=NP; факторизация ошибочно названа NP-полной; некорр
I0420	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Квота ТЗ «45/45» (мин. математики / мин. научпопа на лекцию) на практике вышла ~35/50–55, а не 45/45	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_dobor-do-10.md#ВОПРОСЫ, строка 148	НЕ НАЗВАНА
I0421	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Харнесс не отдаёт точные счётчики токенов основного цикла — время/токены по фазам даны приближённо	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_dobor-do-10.md#ОТЧЁТ, строка 180	НЕ НАЗВАНА
I0422	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Заход открывается указанием на перерасход бюджета в прошлый раз, отсюда явный запрет вложенной делегации субагентов в этом заходе	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_html-v3.md#ЗАДАНИЕ, строка 6	НЕ НАЗВАНА
I0423	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Харнесс не даёт точного счётчика токенов основного (главного) контекста — стоимость дана оценкой «порядка»	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_L4-html-v4.md#ОТЧЁТ, строка 153	НЕ НАЗВАНА
I0424	KORPUS-kursleto_2026-06-28_nauchpop-chernovik.md	Точный счётчик токенов основного прохода недоступен — стоимость дана оценкой порядка, при этом фактически использовалась модель Opus, а не предписанный заходом Sonnet	kurs leto 2026/zhurnal/2026-06-28_nauchpop-chernovik/kod_svap-tz-v2.md#ОТЧЁТ, строка 137	НЕ НАЗВАНА
I0425	KORPUS-kursleto_2026-06-28_procedura-poiska.md	Правило реконсиляции TRIAGE↔DEEPEN не прописано — DEEPEN сам себе противоречил на Шенноне	kurs leto 2026/zhurnal/2026-06-28_procedura-poiska/kod_procedura-poiska.md#ВОПРОСЫ, строка 101	НЕ НАЗВАНА (внутреннее противоречие самого DEEPEN; «правило реконсиляции... в спеке явно не прописано»)
I0426	KORPUS-kursleto_2026-06-28_procedura-poiska.md	DEEPEN-субагент схлопывает scorecard в неплоскую форму без CLI --json-schema	kurs leto 2026/zhurnal/2026-06-28_procedura-poiska/kod_procedura-poiska.md#ОТЧЁТ, строки 142–144	там, где DEEPEN потерял данные (Монте-Карло), пер-критериальные баллы взяты из TRIAGE
I0427	KORPUS-kursleto_2026-06-28_procedura-poiska.md	GATHER-Haiku вернул невалидные типы (риск §10.2 материализовался) — 3 из 6 сырых scorecard невалидны	kurs leto 2026/zhurnal/2026-06-28_procedura-poiska/kod_procedura-poiska.md#ОТЧЁТ, строка 137	3/6 невалидны на сырье (починены TRIAGE, 4 ремонта в w2_repair_log.json)
I0428	KORPUS-kursleto_2026-06-28_procedura-poiska.md	w1 GATHER: 12 из 74 черновых scorecard схемно невалидны (штатный haiku-брак)	kurs leto 2026/zhurnal/2026-06-28_procedura-poiska/kod_progon-subagentami.md#ОТЧЁТ, строка 76	схемно 62/74 (12 записей — «штатный haiku-брак обл. «логика»: dvizhki массивом / vs_yakor строкой, чинит w2»)
